1	Ace of Wands	Inspiration, power, creation, beginnings, potential	http://www.tarotlore.com/tarot-cards/ace-of-wands/
2	Two of Wands	Future planning, progress, decisions, discovery	http://www.tarotlore.com/tarot-cards/two-of-wands/
3	Three of Wands	Preparation, foresight, enterprise, expansion	http://www.tarotlore.com/tarot-cards/three-of-wands/
4	Four of Wands	Celebration, harmony, marriage, home, community	http://www.tarotlore.com/tarot-cards/four-of-wands/
5	Five of Wands	Disagreement, competition, strife, tension, conflict	http://www.tarotlore.com/tarot-cards/five-of-wands/
6	Six of Wands	Public recognition, victory, progress, self-confidence	http://www.tarotlore.com/tarot-cards/six-of-wands/
7	Seven of Wands	Challenge, competition, perseverance	http://www.tarotlore.com/tarot-cards/seven-of-wands/
8	Eight of Wands	Speed, action, air travel, movement, swift change	http://www.tarotlore.com/tarot-cards/eight-of-wands/
9	Nine of Wands	Courage, persistence, test of faith, resilience	http://www.tarotlore.com/tarot-cards/nine-of-wands/
10	Ten of Wands	Burden, responsibility, hard work, stress, achievement	http://www.tarotlore.com/tarot-cards/ten-of-wands/
11	Page of Wands	Enthusiasm, exploration, discovery, free spirit	http://www.tarotlore.com/tarot-cards/page-of-wands/
12	Knight of Wands	Energy, passion, lust, action, adventure, impulsiveness	http://www.tarotlore.com/tarot-cards/knight-of-wands/
13	Queen of Wands	Exuberance, warmth, vibrancy, determination	http://www.tarotlore.com/tarot-cards/queen-of-wands/
14	King of Wands	Natural-born leader, vision, entrepreneur, honour	http://www.tarotlore.com/tarot-cards/king-of-wands/
15	Ace of Swords	Raw power, victory, break-throughs, mental clarity	http://www.tarotlore.com/tarot-cards/ace-of-swords/
16	Two of Swords	Indecision, choices, truce, stalemate, blocked emotions	http://www.tarotlore.com/tarot-cards/two-of-swords/
17	Three of Swords	Painful separation, sorrow heartbreak, grief, rejection	http://www.tarotlore.com/tarot-cards/three-of-swords/
18	Four of Swords	Contemplation, recuperation, passivity, relaxation, rest	http://www.tarotlore.com/tarot-cards/four-of-swords/
19	Five of Swords	Conflict, tension, loss, defeat, win at all costs, betrayal	http://www.tarotlore.com/tarot-cards/five-of-swords/
20	Six of Swords	Regretful but necessary transition, rite of passage	http://www.tarotlore.com/tarot-cards/six-of-swords/
21	Seven of Swords	Betrayal, deception, getting away with something, stealth	http://www.tarotlore.com/tarot-cards/seven-of-swords/
22	Eight of Swords	Isolation, self-imposed restriction, imprisonment	http://www.tarotlore.com/tarot-cards/eight-of-swords/
23	Nine of Swords	Depression, nightmares, intense anxiety, despair	http://www.tarotlore.com/tarot-cards/nine-of-swords/
24	Ten of Swords	Back-stabbed, defeat, crisis, betrayal, endings, loss	http://www.tarotlore.com/tarot-cards/ten-of-swords/
25	Page of Swords	Talkative, curious, mentally restless, energetic	http://www.tarotlore.com/tarot-cards/page-of-swords/
26	Knight of Swords	Opinionated, hasty, action-oriented, communicative	http://www.tarotlore.com/tarot-cards/knight-of-swords/
27	Queen of Swords	Quick thinker, organised, perceptive, independent	http://www.tarotlore.com/tarot-cards/queen-of-swords/
28	King of Swords	Clear thinking, intellectual power, authority, truth	http://www.tarotlore.com/tarot-cards/king-of-swords/
29	Ace of Cups	Love, compassion, creativity, overwhelming emotion	http://www.tarotlore.com/tarot-cards/ace-of-cups/
30	Two of Cups	Unified love, partnership, attraction, relationships	http://www.tarotlore.com/tarot-cards/two-of-cups/
31	Three of Cups	Celebration, friendship, creativity, community	http://www.tarotlore.com/tarot-cards/three-of-cups/
32	Four of Cups	Meditation, contemplation, apathy, re-evaluation	http://www.tarotlore.com/tarot-cards/four-of-cups/
33	Five of Cups	Loss, regret, disappointment, despair, bereavement	http://www.tarotlore.com/tarot-cards/five-of-cups/
34	Six of Cups	Reunion, nostalgia, childhood memories, innocence	http://www.tarotlore.com/tarot-cards/six-of-cups/
35	Seven of Cups	Fantasy, illusion, wishful thinking, choices, imagination	http://www.tarotlore.com/tarot-cards/seven-of-cups/
36	Eight of Cups	Escapism, disappointment, abandonment, withdrawal	http://www.tarotlore.com/tarot-cards/eight-of-cups/
37	Nine of Cups	Wishes fulfilled, comfort, happiness, satisfaction	http://www.tarotlore.com/tarot-cards/nine-of-cups/
38	Ten of Cups	Harmony, marriage, happiness, alignment	http://www.tarotlore.com/tarot-cards/ten-of-cups/
39	Page of Cups	A messenger, creative beginnings, synchronicity	http://www.tarotlore.com/tarot-cards/page-of-cups/
40	Knight of Cups	Romance, charm, 'Knight in shining armour', imagination	http://www.tarotlore.com/tarot-cards/knight-of-cups/
41	Queen of Cups	Emotional security, calm, intuitive, compassionate	http://www.tarotlore.com/tarot-cards/queen-of-cups/
42	King of Cups	Emotional balance and control, generosity	http://www.tarotlore.com/tarot-cards/king-of-cups/
43	Ace of Pentacles	Manifestation, new financial opportunity, prosperity	http://www.tarotlore.com/tarot-cards/ace-of-pentacles/
44	Two of Pentacles	Balance, adaptability, time management, prioritisation	http://www.tarotlore.com/tarot-cards/two-of-pentacles/
45	Three of Pentacles	Teamwork, initial fulfilment, collaboration, learning	http://www.tarotlore.com/tarot-cards/three-of-pentacles/
46	Four of Pentacles	Control, stability, security, possession, conservatism	http://www.tarotlore.com/tarot-cards/four-of-pentacles/
47	Five of Pentacles	Isolation, insecurity, worry, financial loss, poverty	http://www.tarotlore.com/tarot-cards/five-of-pentacles/
48	Six of Pentacles	Generosity, charity, giving, prosperity, sharing wealth	http://www.tarotlore.com/tarot-cards/six-of-pentacles/
49	Seven of Pentacles	Vision, perseverance, profit, reward, investment	http://www.tarotlore.com/tarot-cards/seven-of-pentacles/
50	Eight of Pentacles	Apprenticeship, education, quality, engagement	http://www.tarotlore.com/tarot-cards/eight-of-pentacles/
51	Nine of Pentacles	Gratitude, luxury, self-sufficiency, culmination	http://www.tarotlore.com/tarot-cards/nine-of-pentacles/
52	Ten of Pentacles	Wealth, inheritance, family, establishment, retirement	http://www.tarotlore.com/tarot-cards/ten-of-pentacles/
53	Page of Pentacles	Manifestation, financial opportunity, new job	http://www.tarotlore.com/tarot-cards/page-of-pentacles/
54	Knight of Pentacles	Efficiency, routine, conservatism, methodical	http://www.tarotlore.com/tarot-cards/knight-of-pentacles/
55	Queen of Pentacles	Practical, homely, motherly, down-to-earth, security	http://www.tarotlore.com/tarot-cards/queen-of-pentacles/
56	King of Pentacles	Security, control, power, discipline, abundance	http://www.tarotlore.com/tarot-cards/king-of-pentacles/
57	Fool	Beginnings, innocence, spontaneity, a free spirit	http://www.tarotlore.com/tarot-cards/the-fool/
58	Magician	Power, skill, concentration, action, resourcefulness	http://www.tarotlore.com/tarot-cards/the-magician/
59	High Priestess	Intuition, Higher powers, mystery, subconscious mind	http://www.tarotlore.com/tarot-cards/the-high-priestess/
60	Empress	Fertility, femininity, beauty, nature, abundance	http://www.tarotlore.com/tarot-cards/the-empress/
61	Emperor	Authority, father-figure, structure, solid foundation	http://www.tarotlore.com/tarot-cards/the-emperor/
62	Hierophant	Religion, group identification, conformity, tradition, beliefs	http://www.tarotlore.com/tarot-cards/the-hierophant/
63	Lovers	Love, union, relationships, values alignment, choices	http://www.tarotlore.com/tarot-cards/the-lovers/
64	Chariot	Control, will power, victory, assertion, determination	http://www.tarotlore.com/tarot-cards/the-chariot/
65	Strength	Strength, courage, patience, control, compassion	http://www.tarotlore.com/tarot-cards/strength/
66	Hermit	Soul-searching, introspection, being alone, inner guidance	http://www.tarotlore.com/tarot-cards/the-hermit/
67	Wheel of Fortune	Good luck, karma, life cycles, destiny, a turning point	http://www.tarotlore.com/tarot-cards/the-fool/
68	Justice	Justice, fairness, truth, cause and effect, law	http://www.tarotlore.com/tarot-cards/wheel-of-fortune/
69	Hanged Man	Suspension, restriction, letting go, sacrifice	http://www.tarotlore.com/tarot-cards/the-hanged-man/
70	Death	Endings, beginnings, change, transformation, transition	http://www.tarotlore.com/tarot-cards/death/
71	Temperance	Balance, moderation, patience, purpose, meaning	http://www.tarotlore.com/tarot-cards/temperance/
72	Devil	Bondage, addiction, sexuality, materialism	http://www.tarotlore.com/tarot-cards/the-devil/
73	Tower	Disaster, upheaval, sudden change, revelation	http://www.tarotlore.com/tarot-cards/the-tower/
74	Star	Hope, spirituality, renewal, inspiration, serenity	http://www.tarotlore.com/tarot-cards/the-star/
75	Moon	Illusion, fear, anxiety, insecurity, subconscious	http://www.tarotlore.com/tarot-cards/the-moon/
76	Sun	Fun, warmth, success, positivity, vitality	http://www.tarotlore.com/tarot-cards/the-sun/
77	Judgement	Judgement, rebirth, inner calling, absolution	http://www.tarotlore.com/tarot-cards/judgement/
78	World	Completion, integration, accomplishment, travel	http://www.tarotlore.com/tarot-cards/the-world/